ts,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1545467098.497557,54606.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545464189.213003,54316.0,185.244.25.235,6667.0,tcp,-,3.128967,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545414866.739804,51942.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545418675.445274,53254.0,185.244.25.235,6667.0,tcp,irc,1.113640,75,243,S3,ShAdDaf,7.0,447.0,6.0,563.0,C&C
1545464636.529839,54352.0,185.244.25.235,6667.0,tcp,-,3.092474,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545459582.980021,53782.0,185.244.25.235,6667.0,tcp,irc,39.459748,62,269,S3,ShAdDaf,7.0,434.0,6.0,589.0,C&C
1545409620.738642,50558.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545426312.509615,50815.0,66.67.61.168,63798.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
1545426300.923967,8359.0,66.67.61.168,63798.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
1545426311.956168,8539.0,66.67.61.168,63798.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
1545426315.921175,48920.0,66.67.61.168,63798.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
1545426310.844552,20010.0,66.67.61.168,63798.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
1545426304.234816,50544.0,66.67.61.168,63798.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
1545466965.382356,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.649605,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.040290,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.266729,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.089733,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.500024,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.682831,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.038041,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.182287,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.772492,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466984.062937,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.638450,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.685678,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.340440,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.893845,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.734438,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.655152,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.719874,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.326699,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.395836,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.782622,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.955528,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.154450,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.422505,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.103655,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466971.442130,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.992682,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.178544,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.949276,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.393775,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.096479,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.309178,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.416508,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.059743,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.153415,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.344365,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.574604,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.799468,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.462983,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.019413,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.032743,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.918582,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.501774,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.936204,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.189274,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.363047,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466978.904627,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.661741,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.379070,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.676862,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.008889,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.662583,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.551677,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.801898,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.036014,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545475815.249881,0.0,71.61.66.148,80.0,tcp,-,4.986945,0,0,S0,S,5086.0,203440.0,0.0,0.0,DDoS
1545466988.119359,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.622634,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545475821.996086,4722.0,71.61.66.148,80.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,DDoS
1545466969.385305,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.309150,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466988.893916,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.082062,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.152305,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.300116,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.892047,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.686150,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.015957,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.242860,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.986217,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.458477,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.492895,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.776092,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.817712,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.401589,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.884856,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.708156,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.305578,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.848972,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.837083,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.218484,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.105930,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.522548,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466958.994991,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.771878,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.943058,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.193968,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466988.124358,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.337016,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.333490,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.483367,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.345015,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.517838,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.800784,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.398092,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.758853,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.830266,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.890054,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.891170,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.866193,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.215019,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.644491,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.530685,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.675602,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.858871,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466971.765945,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.271376,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.833092,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.775518,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.844338,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.529194,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.866929,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.045044,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.791822,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.737647,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.383076,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.630819,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.533719,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.178432,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.191522,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.750783,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.796226,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.093694,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.046048,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.316753,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.280759,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.857196,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.490032,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.731582,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.352988,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.140279,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.435813,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.747529,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.737431,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.910019,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.400842,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.773404,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.655842,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.329553,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.856286,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.083489,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.609398,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.405830,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466971.942601,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.329235,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.686955,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.665611,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.407947,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.931754,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.496620,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466978.116577,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.120077,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.275477,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.293361,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466971.941344,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466971.523345,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.548427,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.091235,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.245350,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.165502,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.952803,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.344434,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.976230,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.273055,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.788038,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466984.278556,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.168251,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.706442,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.606761,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.841551,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.842552,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.082480,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.795085,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466958.997741,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.027768,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.154695,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466971.517594,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.943308,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.970200,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.473797,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.010484,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.346876,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.161237,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.589951,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.145099,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.196777,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.304537,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.579310,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545475820.267554,65279.0,71.61.66.148,80.0,tcp,-,4.989434,0,0,S0,S,5008.0,200320.0,0.0,0.0,DDoS
1545466965.378094,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.409292,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.962381,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.537610,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.722056,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.298652,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.994279,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.376705,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.668367,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.913761,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.128754,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.213377,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.857834,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.040050,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
